name	country	gender	birthdate	birthyear	competition_years	first	last	results
Kathleen SIMS	USA	W	None	None	1995	1995	1995	FB Final,3,JW8+
Radka SINDILKOVA	CZE	W	6 Oct 1976	1976	1996;1994	1994	1996	FA Final,7,BW1x;FB Final,1,JW4x
Davorin SINDLER	CRO	M	17 Feb 1980	1980	2006;2006;2006;2004;2003;2003;2002;2001;2000;2000;1999;1999;1999;1998;1997	1997	2006	FC Final,3,M8+;FC Final,2,M2x;FD Final,4,M2x;FC Final,3,M2x;FB Final,1,M4+;FC Final,1,M4-;FB Final,2,BM8+;SC/D 2 Semifinal,3,BM2x;FA Final,6,BM4-;FB Final,1,M8+;FA Final,5,BM4-;FB Final,6,M4-;F Final,3,M4+;FC Final,3,JM1x;FD Final,3,JM4x
Aliaksandr SINELSHTCHIKOV	BLR	M	None	None	2001;1998	1998	2001	H1 Heat,5,BM4-;FC Final,4,JM4x
Jonny SINGFIELD	GBR	M	19 Apr 1969	1969	1999;1999;1999;1999;1993;1992;1991;1990;1989;1987;1986;1985	1985	1999	FA Final,2,M4+;FB Final,5,M4-;FA Final,5,M4-;FA Final,3,M4-;FA Final,6,M8+;FA Final,6,M8+;FA Final,3,M8+;FA Final,4,M8+;FA Final,3,M8+;FA Final,4,BM2-;FA Final,2,JM2-;FA Final,2,JM4-
Dalvir SINGH	IND	M	None	None	1990	1990	1990	FC Final,4,LM2x
Raghuvir SINGH	IND	M	None	None	1993	1993	1993	FC Final,3,BLM1x
Paul SINGFIELD	GBR	M	None	None	1996	1996	1996	FC Final,3,JM4+
Lidya SINIAVSKAYA	UKR	W	None	None	1996;1995	1995	1996	FA Final,6,JW8+;FA Final,6,JW4x
Monica SINICA	ROU	W	None	None	2000;1997	1997	2000	FA Final,3,BW4-;FA Final,4,JW8+
Giuseppe SINIGAGLIA	ITA	M	None	None	None	None	NoneNone
Diana SINNAGE	CAN	W	None	None	1991;1990;1989;1984	1984	1991	F Final,6,LW4-;F Final,1,LW4-;FA Final,6,LW4-;FA Final,3,LW8+
Andrew SINTON	GBR	M	19 Aug 1965	1965	1996;1995;1994;1993;1992;1991	1991	1996	FB Final,6,LM2x;FC Final,5,LM2x;FA Final,6,LM2x;FA Final,5,LM4x;FA Final,5,LM4x;FB Final,2,LM4x
Benny SINTUBIN	BEL	M	20 Jul 1972	1972	1993;1993	1993	1993	FB Final,5,M4-;FA Final,4,BM8+
Gabi SINZINGER	AUT	W	None	None	1991;1986;1984;1983;1982	1982	1991	FB Final,5,W2x;FA Final,6,W2x;FA Final,6,JW1x;FA Final,5,JW2x;FA Final,5,JW2x
Karl SINZINGER JR	AUT	M	14 Sep 1965	1965	1995;1994;1993;1992;1991;1990;1987;1986;1986;1985;1985;1984;1983	1983	1995	FC Final,2,M4x;FB Final,1,M2x;FB Final,3,M2x;FB Final,6,M2-;FA Final,3,M2-;FB Final,4,M2-;FA Final,1,BM2-;FB Final,1,M2-;FA Final,3,BM2-;FB Final,5,M2-;FA Final,3,BM2-;R Repechage,5,BM2x;FB Final,3,JM4x
Andreas SIOTIS	GRE	M	None	None	2000	2000	2000	FB Final,2,BLM4x
Sergei SIPTCHENKO	BLR	M	None	None	1998;1997	1997	1998	FB Final,3,M8+;FA Final,6,JM2-
Justin SIRES	AUS	M	None	None	1997	1997	1997	FA Final,5,BM4x
Alexandr SIROTA	UKR	M	None	None	1995	1995	1995	FA Final,6,JM8+
Romeo SISTI	ITA	M	None	None	1928	1928	1928	F Final,4,M2-
Haritz SISTIAGA	ESP	M	None	None	1991	1991	1991	FA Final,5,BM4+
Karol SITKO	POL	M	None	None	1995	1995	1995	F Final,3,JM2+
Umberto SIVIERO	ITA	M	28 Nov 1980	1980	1997;1996;1995	1995	1997	FA Final,6,BM8+;FA Final,4,JM4+;FA Final,6,BM4+
Morten SJOERSLEV	DEN	M	None	None	1994	1994	1994	FB Final,6,JM4x
Inna SKAKUN	UKR	W	None	None	1996	1996	1996	FA Final,6,JW8+
Lubomir SKALICKY	CZE	M	None	None	2000;1998;1997;1997;1996;1995;1993;1989	1989	2000	FB Final,4,M4-;FB Final,4,M8+;FA Final,6,M4+;F Final,1,M4+;FA Final,2,M4+;FC Final,3,M4-;FC Final,4,M4x;FA Final,3,JM2x
Niksa SKELIN	CRO	M	25 Mar 1978	1978	2013;2013;2012;2012;2012;2012;2011;2011;2011;2010;2010;2010;2009;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2005;2004;2004;2004;2003;2003;2002;2002;2002;2002;2001;2001;2001;2000;2000;2000;1999;1996	1996	2013	FC Final,6,M2-;FB Final,4,M2-;FB Final,2,M4-;FB Final,3,M4-;R2 Repechage,4,M2-;FB Final,6,M2-;FC Final,6,M4-;FE Final,1,M2-;FB Final,2,M8+;FB Final,3,M2-;FA Final,5,M8+;FB Final,2,M4-;FB Final,6,M4-;FA Final,5,M8+;FB Final,6,M2-;FA Final,1,M2-;FB Final,4,M2-;FA Final,5,M2-;FA Final,2,M2-;FA Final,2,M2-;FC Final,3,M2-;FA Final,6,M2-;FA Final,5,M2-;FA Final,6,M2-;FA Final,2,M2-;FA Final,2,M2-;FA Final,1,M2-;FA Final,2,M2-;FA Final,2,M2-;FA Final,1,M2-;FA Final,2,M2-;FA Final,1,M2-;FA Final,3,M2-;FA Final,1,M2-;FA Final,3,M2-;FA Final,4,M2-;FA Final,2,M8+;FA Final,1,M8+;FA Final,4,M2-;FA Final,3,M8+;FA Final,4,M8+;FA Final,1,M8+;FB Final,3,M8+;F Final,6,JM2+
Ivona SKERJANEC	CRO	W	None	None	1997	1997	1997	FC Final,4,JW2x
Antonella SKERLAVAJ	ITA	W	11 May 1979	1979	2000;2000;1999;1999;1997;1997;1996	1996	2000	FA Final,3,BLW1x;FB Final,2,LW2x;FB Final,6,LW2x;FB Final,2,LW2x;FB Final,4,LW1x;FA Final,6,JW1x;FA Final,5,JW2x
Michael SKEY	USA	M	None	None	1998;1997	1997	1998	FA Final,4,JM8+;FA Final,2,JM8+
Gini SKINNER	AUS	W	None	None	1989	1989	1989	FA Final,4,LW4-
Mark SKINNER	GBR	M	None	None	1996	1996	1996	FA Final,6,BM8+
Milan SKLADAL	CZE	M	None	None	1989	1989	1989	FB Final,3,JM8+
Birgit SKOLE	GER	W	None	None	1983	1983	1983	F Final,2,JW8+
Sergei SKOMYANOV	RUS	M	None	None	1990;1989	1989	1990	F Final,2,JM2+;FA Final,1,JM8+
Brian SKOOG	USA	M	None	None	1994;1993	1993	1994	FB Final,1,JM8+;FA Final,5,JM4+
Marek SKOPAL	CZE	M	None	None	2001;1999;1998;1997;1996	1996	2001	FB Final,1,BM8+;FB Final,4,M4-;FB Final,4,M8+;FA Final,4,JM4+;FB Final,2,JM4-
Milan SKOPEK	CZE	M	22 Jan 1959	1959	1989;1987;1986;1983;1982;1981;1980;1979;1977	1977	1989	FB Final,3,M4-;FB Final,5,M4-;FA Final,6,M4-;FA Final,5,M2+;FA Final,3,M2+;FA Final,4,M2+;F Final,6,M2+;FA Final,2,M2+;FA Final,5,JM4-
T. SKORCHEVA	BUL	W	None	None	1991	1991	1991	FB Final,1,JW4-
Kristian SKORGEVIK	NOR	M	20 May 1974	1974	1999;1999;1999;1999;1998;1998;1998;1998;1997;1997;1996;1995;1994;1994;1993;1992;1991	1991	1999	FC Final,5,M4x;FB Final,5,M4x;FA Final,6,M4x;FB Final,2,M4-;FA Final,6,M4-;FA Final,4,M4-;FA Final,4,M4-;FA Final,2,M2x;FC Final,1,M4x;FA Final,6,M4x;SA/B 1 Semifinal,5,BM2-;FA Final,2,BM4x;FA Final,3,BM2-;FA Final,3,BM2-;FC Final,2,M4-;FB Final,2,BM4-;FA Final,4,JM4-
Oyvind SKORGEVIK	NOR	M	8 Jun 1972	1972	1994;1994;1993;1992	1992	1994	FA Final,3,BM2-;FA Final,3,BM2-;FC Final,2,M4-;FB Final,2,BM4-
Ute SKORUPSKI	GER	W	6 Jan 1959	1959	1979;1978	1978	1979	FA Final,2,W4+;FA Final,1,W4+
Elena SKOSSIREVA	RUS	W	None	None	1995;1993;1988	1988	1995	FB Final,3,W8+;FB Final,2,W8+;FA Final,6,JW4+
Kent SKOVSAGER	DEN	M	3 Aug 1970	1970	1995;1993;1992;1991;1990;1989;1988	1988	1995	FB Final,3,LM2x;FB Final,6,LM2x;FB Final,1,M8+;FB Final,1,LM4x;FA Final,5,LM4x;FA Final,5,LM4x;FB Final,3,JM4x
Chris SKOWRONEK	USA	M	None	None	1998;1997	1997	1998	FA Final,4,JM8+;FA Final,2,JM8+
Valentina SKRABATUN	BLR	W	23 Jul 1958	1958	1998;1998;1998;1998;1997;1997;1997;1996;1995	1995	1998	FA Final,5,W8+;FA Final,4,W8+;F Final,5,W4-;F Final,1,W4-;FA Final,4,W8+;FA Final,4,W8+;FA Final,2,W8+;FA Final,3,W8+;FA Final,5,W8+
Carol SKRICKI	USA	W	27 Jul 1962	1962	2004;2002;2002;2001;2000;2000;2000;1999;1999;1998	1998	2004	FA Final,6,W2x;FB Final,1,W4x;FA Final,3,W4x;FA Final,3,W4x;FA Final,4,W2x;FA Final,3,W2x;FA Final,3,W2x;FB Final,5,W2x;FB Final,3,W2x;FA Final,4,W2x
Samantha SKUPA	USA	W	None	None	1998	1998	1998	FB Final,1,JW2-
Chris SKUSE	GBR	M	None	None	1990;1989	1989	1990	FB Final,4,LM4x;FB Final,1,LM2x
Petr SKVOR	CZE	M	18 May 1965	1965	1995	1995	1995	R Repechage,13,LM4x
Jesper SKYTTE	DEN	M	None	None	1995;1994;1993	1993	1995	R Repechage,4,BM4x;FB Final,6,JM4x;FB Final,1,JM4x
Russel SLATFORD	GBR	M	7 Dec 1968	1968	1991;1990;1987	1987	1991	FA Final,4,BM4+;FA Final,5,BM4+;FB Final,4,JM4+
Kate SLATTER	AUS	W	10 Nov 1971	1971	2000;2000;2000;1999;1999;1998;1998;1998;1996;1995;1994;1993;1992;1991	1991	2000	FA Final,2,W2-;FA Final,2,W2-;FA Final,1,W2-;FA Final,3,W2-;FA Final,5,W2-;FA Final,4,W8+;F Final,5,W4-;F Final,2,W4-;FA Final,1,W2-;FB Final,2,W8+;FA Final,6,W8+;FA Final,6,W4-;FA Final,6,W4-;FB Final,6,W8+
Arturans SLAUSTAS	LTU	M	None	None	1993	1993	1993	FB Final,5,JM4+
Jacob SLAVENSKY	DEN	M	None	None	1992	1992	1992	FB Final,1,JM4-
Gorazd SLIVNIK	SLO	M	None	None	1997;1995;1994;1989	1989	1997	FA Final,6,BM4+;FB Final,4,BM4+;FB Final,5,JM4-;FA Final,3,M2+
Jernej SLIVNIK	SLO	M	4 Jun 1978	1978	1996;1994;1990	1990	1996	FA Final,6,JM4x;FD Final,2,JM4x;FA Final,5,M4+
Gorazd SLIVNIK	YUG	M	None	None	None	None	NoneNone
Wojciech SLIWA	POL	M	None	None	1995;1993	1993	1995	FA Final,6,BLM4-;H2 Heat,4,BM4x
Aleksandr SLOBEDENYUK	UKR	M	30 Mar 1970	1970	1994;1992;1989	1989	1994	FB Final,5,M2x;FB Final,6,M2x;FA Final,2,JM2x
Linas SMAILIS	LTU	M	None	None	1997	1997	1997	FE Final,3,JM2x
Ian SMALLMAN	NZL	M	28 Dec 1974	1974	2003;2003;2002;2002;2001;2001;1998;1998;1995	1995	2003	FB Final,5,M4-;FB Final,4,M4-;FB Final,1,M4-;FA Final,6,M4-;FB Final,2,M4-;FB Final,2,M4-;FB Final,4,M8+;FA Final,5,M8+;FB Final,4,BM8+
Alistair SMEE	GBR	M	None	None	1992	1992	1992	FB Final,3,JM2-
Antoon SMET	BEL	M	None	None	1993;1991	1991	1993	FA Final,4,BM8+;FB Final,1,JM8+
Olga SMETANIKOVA	RUS	W	None	None	1995;1994	1994	1995	FB Final,3,W8+;FB Final,3,W8+
Daiva SMIGELSKAITE	LTU	W	10 Oct 1969	1969	1995;1994;1993	1993	1995	FC Final,6,W2x;FB Final,3,W4x;FB Final,2,W4x
Aleksandar SMILJANIC	SRB	M	20 Nov 1973	1973	1991;1990	1990	1991	FB Final,2,JM2+;F Final,5,JM2+
Ivan SMILJANIC	SRB	M	16 Apr 1981	1981	2004;2003;2003;2003;2002;2001;2001;2000;2000;1999;1998	1998	2004	FC Final,2,M4-;FD Final,1,M4-;FA Final,3,BM4+;FC Final,4,M4-;FA Final,2,BM4+;FB Final,4,M4-;H1 Heat,2,BM4-;FB Final,2,M4-;FA Final,1,BM4-;FA Final,2,JM2x;FB Final,5,JM4+
Alexei SMIRNOV	RUS	M	None	None	1999;1998	1998	1999	FB Final,2,BLM4-;FB Final,6,BLM4-
Artem SMIRNOV	RUS	M	None	None	1999;1997;1996;1995;1994;1994;1993	1993	1999	FB Final,3,M4x;SA/B 1 Semifinal,2,BM2x;FB Final,5,BM1x;FC Final,5,M4x;FA Final,8,BM4x;FB Final,2,BM4x;FB Final,6,JM1x
Vassili SMIRNOV	RUS	M	None	None	1998;1994	1994	1998	FB Final,6,M4-;FB Final,1,M8+
Elena SMIRNOVA	RUS	W	None	None	1996;1995;1994	1994	1996	FA Final,5,BW4-;FA Final,6,JW8+;FB Final,1,JW8+
Polas SMITAS	LTU	M	None	None	1994	1994	1994	FB Final,5,JM2-
Tomas SMITAS	LTU	M	None	None	1997;1996;1993;1991	1991	1997	FB Final,6,BM4x;H1 Heat,5,BM2x;FB Final,5,JM4+;FA Final,2,W8+
Adrian SMITH	USA	M	None	None	1996;1993	1993	1996	FB Final,3,LM8+;FB Final,1,LM2-
Ben SMITH	GBR	M	3 Aug 1983	1983	2007;2006;2006;2004;2000;1993	1993	2007	FB Final,5,BM1x;FA Final,3,BM2-;FC Final,2,M2-;FB Final,5,JM4-;FA Final,3,JM8+;FA Final,1,BM8+
Carl SMITH	GBR	M	None	None	1996;1995;1994;1993;1992;1991;1990;1988;1987;1986;1985;1984;1983;1981	1981	1996	FA Final,4,LM8+;FC Final,5,LM2x;FA Final,1,LM8+;FA Final,5,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,3,LM8+;FB Final,2,LM1x;FA Final,3,LM2x;FA Final,1,LM2x;FB Final,2,LM2x;FA Final,3,LM4-;FA Final,2,LM4-;FB Final,3,LM1x
Christopher SMITH	GBR	M	None	None	1999;1998	1998	1999	FA Final,5,JM8+;FB Final,2,JM8+
David SMITH  I	GBR	M	None	None	1995;1993	1993	1995	FA Final,6,BM2x;FC Final,2,JM2x
Don SMITH	USA	M	7 Apr 1968	1968	2000;2000;1999;1996;1995;1994;1993	1993	2000	FB Final,3,M1x;FB Final,4,M1x;FC Final,1,M4-;FA Final,5,M8+;FA Final,3,M8+;FA Final,1,M8+;FA Final,3,M8+
Elizabeth SMITH	USA	W	8 May 1978	1978	2000;1998	1998	2000	FA Final,4,W4x;FB Final,1,BW4x
Gavin SMITH	GBR	M	None	None	1996	1996	1996	SA/B 1 Semifinal,4,BM4x
George SMITH	GBR	M	None	None	1998;1994	1994	1998	FB Final,2,BLM4-;FB Final,3,JM4-
Graham SMITH	GBR	M	21 Jun 1975	1975	2000;2000;2000;1999;1999;1999;1999;1996;1995;1994;1994;1994;1993;1992;1991	1991	2000	FA Final,1,M4+;FB Final,6,M2-;FA Final,5,M4-;FA Final,2,M4+;FB Final,5,M4-;FA Final,5,M4-;F Final,2,M8+;FB Final,2,M8+;FA Final,6,M8+;FB Final,4,M4+;SA/B 1 Semifinal,3,BM4-;FA Final,2,BM4-;FA Final,2,JM4-;FA Final,1,JM4-;FA Final,1,JM4-
Jonathan SMITH	USA	M	9 May 1961	1961	1992;1988;1987;1985;1984	1984	1992	FB Final,3,M2x;F Final,3,M8+;FA Final,1,M8+;FA Final,3,M8+;F Final,2,M4-
Matthew SMITH	GBR	M	26 Apr 1967	1967	1999;1999;1998;1997;1989;1985	1985	1999	FB Final,4,LM2-;FA Final,1,JM4+;FA Final,5,BLM4-;FA Final,5,BLM4-;FA Final,3,BM8+;FB Final,4,JM4+
Matthew SMITH	USA	M	20 Dec 1977	1977	2007;2004;2004;2004;2003;2003;2003;2002	2002	2007	FB Final,4,LM2-;FB Final,3,LM4-;FB Final,1,LM4-;FB Final,2,LM4-;FB Final,2,LM4-;FA Final,5,LM4-;FA Final,3,LM4-;F Final,3,LM8+
Michael SMITH	GBR	M	None	None	None	None	NoneNone
Nicholas SMITH	GBR	M	None	None	1995;1992	1992	1995	SA/B 1 Semifinal,4,BM2-;FA Final,4,JM8+
P. SMITH	USA	M	None	None	1991	1991	1991	FA Final,5,JM8+
Racheal SMITH	NZL	W	None	None	1991	1991	1991	FB Final,2,W8+
Robert SMITH	GBR	M	None	None	1990	1990	1990	FA Final,3,JM4+
Susan SMITH	GBR	W	1 Jun 1965	1965	1992;1991;1991;1989;1988;1987	1987	1992	FB Final,1,W8+;FB Final,3,W8+;FB Final,1,JW4x;FB Final,2,W4-;F Final,6,W4+;FB Final,3,W8+
Ruth SMITHYMAN	ZIM	W	None	None	1994	1994	1994	FC Final,4,JW4x
Tomislav SMOLJANOVIC	CRO	M	15 Jul 1977	1977	2003;2003;2003;2003;2002;2002;2002;2002;2001;2001;2001;2000;2000;2000;1999;1999;1999;1997;1995	1995	2003	FB Final,3,M8+;FA Final,5,M8+;FA Final,2,M8+;FA Final,3,M8+;R1 Repechage,2,M8+;FA Final,4,M8+;FA Final,6,M8+;FA Final,4,M8+;FA Final,2,M8+;FA Final,1,M8+;FA Final,2,M8+;FA Final,3,M8+;FA Final,4,M8+;FA Final,1,M8+;FB Final,3,M8+;F Final,2,M4+;F Final,1,M4+;FB Final,4,M2+;F Final,2,JM2+
Roman SMOLENSKI	RUS	M	None	None	1995	1995	1995	FC Final,5,JM2x
Rafal SMOLINSKI	POL	M	14 Jul 1977	1977	2005;2005;2005;2005;2004;2004;2004;2004;2003;2003;2003;2003;2002;2002;2002;2001;2001;2000;2000;2000;2000;1999;1999;1998;1998;1998;1997;1996	1996	2005	FB Final,5,M4-;FB Final,5,M4-;FB Final,1,M4-;FA Final,6,M8+;FA Final,6,M4-;FA Final,6,M4-;FA Final,6,M4-;FB Final,3,M4-;FB Final,3,M4-;FB Final,1,M4-;FA Final,3,M4-;FB Final,2,M4-;FB Final,2,M4-;FA Final,5,M4-;FA Final,5,M4-;FC Final,2,M2-;FB Final,4,M2-;R Repechage,4,M4-;FB Final,5,M4-;FB Final,6,M4-;FB Final,4,M2-;FA Final,5,BM2-;F Final,5,M8+;FB Final,1,M4+;FA Final,11,M2-;FB Final,2,M2-;FA Final,2,BM4+;FA Final,4,BM8+
Tatyana SMOLTS	UKR	W	None	None	1997	1997	1997	FB Final,2,JW4-
Marina SMORODINA	RUS	W	7 Apr 1966	1966	1998;1998;1997;1994;1989;1988;1984	1984	1998	FB Final,4,W8+;FB Final,2,W8+;FB Final,1,W8+;FB Final,3,W8+;FB Final,1,W4-;F Final,5,W2-;F Final,2,JW8+
Konstantin SMORODINOV	RUS	M	None	None	1995;1993	1993	1995	FC Final,4,M4-;FA Final,2,BM2-
Stijn SMULDERS	BEL	M	7 Aug 1979	1979	2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2003;2002;2002;2002;2001;2001;2001;2000;2000;1999;1999;1999;1999;1998;1998;1997;1996	1996	2007	FB Final,5,M2x;FB Final,4,M2x;FB Final,5,M2x;FC Final,2,M2x;FA Final,6,M2x;FB Final,3,M2x;FB Final,3,M2x;FA Final,6,M2x;FB Final,2,M2x;FB Final,1,M2x;FA Final,6,M4x;FB Final,1,M4x;FC Final,3,M2-;FC Final,3,M2x;FB Final,6,M1x;FC Final,1,M2x;FC Final,4,M2x;FA Final,5,M2x;FA Final,1,M2x;FB Final,3,M4x;FB Final,5,M4x;FB Final,4,M4x;FB Final,6,M4x;FA Final,3,M4x;FA Final,5,M4x;FB Final,5,M4x;FA Final,6,M4x;FB Final,4,JM1x;FD Final,5,JM2x
Tatyana SMYREVA	RUS	W	None	None	1997	1997	1997	FB Final,1,JW4-
Abigail SMYTH	USA	W	None	None	1998	1998	1998	FB Final,1,BW4x
Ioan SNEP	ROU	M	12 Jul 1966	1966	1992;1991;1990;1989;1988;1984	1984	1992	FC Final,1,M4-;FA Final,4,M8+;FA Final,4,M2+;FA Final,2,M2+;FA Final,2,M4+;FA Final,1,JM2+
Blazej SNOCHOWSKI	POL	M	None	None	1997;1996	1996	1997	FA Final,2,BM4+;FA Final,3,JM4+
Ron SNOCK	AUS	M	None	None	1995	1995	1995	FB Final,2,M4x
Emy SNOOK	AUS	W	4 Oct 1973	1973	1995;1993;1993;1993;1992;1991;1990	1990	1995	FA Final,6,W2x;FB Final,4,W1x;FB Final,1,W1x;FB Final,1,W1x;FA Final,6,W4-;FB Final,6,W8+;FA Final,4,JW8+
Daniel SNOW	GBR	M	None	None	1996	1996	1996	FA Final,3,JM8+
Mark SNOWBALL	GBR	M	None	None	2000	2000	2000	FA Final,1,BM4+
Georgeta SOARE	ROU	W	None	None	1989;1986;1985	1985	1989	F Final,1,W8+;FA Final,4,JW2x;FA Final,4,JW4x
Alexandre SOARES ALTAIR	BRA	M	30 Aug 1975	1975	2006;2005;2004;2003;2003;2003;2002;2001;2001;1999;1999;1998;1997;1996	1996	2006	FC Final,4,M2-;FB Final,3,M4x;FB Final,5,M2x;FB Final,6,M2-;FB Final,2,M2-;FC Final,4,M2-;FB Final,3,M2-;FB Final,4,M4x;F Final,3,M4x;FC Final,2,M2-;FB Final,6,M2-;FC Final,4,M2x;FC Final,4,M4x;R Repechage,6,M4x
Sebastien SOBCZAK	FRA	M	None	None	2000;1999;1998;1997	1997	2000	SA/B 1 Semifinal,2,BM1x;FB Final,2,BM4x;SA/B 1 Semifinal,3,BM4x;FB Final,6,JM4x
Ana SOBERANES GONZALEZ	MEX	W	9 Apr 1977	1977	2000;1998;1996;1995;1994	1994	2000	FC Final,4,LW2x;FC Final,5,LW1x;FC Final,2,LW2x;FB Final,4,JW1x;FC Final,4,JW1x
Tomasz SOBIERALSKI	POL	M	None	None	1998	1998	1998	FA Final,2,JM4-
Maciej SOBIERALSKI	POL	M	None	None	None	None	NoneNone
Arkadiusz SOBKOWIAK	POL	M	30 Mar 1973	1973	2000;2000;2000;2000;1999;1999;1998;1998;1998;1997;1997;1997;1996;1995;1994;1994	1994	2000	R Repechage,4,M4-;FB Final,5,M4-;FB Final,6,M4-;FB Final,2,M4-;FB Final,4,M4-;FA Final,2,M4-;FB Final,5,M4-;FB Final,2,M4-;FA Final,3,M4-;FA Final,6,M4-;FB Final,1,M2-;FB Final,2,M2-;FB Final,5,M4+;FC Final,2,M2-;FA Final,2,BM8+;FA Final,2,BM8+
Hubert SOBOCINSKI	POL	M	None	None	1998	1998	1998	FB Final,2,JM4+
Robert SOBOLEWSKI	POL	M	None	None	1999;1997	1997	1999	FA Final,6,BM8+;FA Final,5,JM8+
Martin SOBOTKA	CZE	M	None	None	1993	1993	1993	FB Final,6,JM4-
Jose SOBRAL JR	BRA	M	9 Mar 1979	1979	2007;2006;2004;2004;2004;2003;2003;2003;2002;2001;2001;2001;1997	1997	2007	FE Final,4,LM2x;FB Final,1,LM2-;SC/D 1 Semifinal,4,LM2x;FB Final,3,LM4x;FC Final,1,LM2x;FD Final,3,LM2x;FB Final,5,LM2x;FB Final,4,LM2x;FB Final,5,LM2x;FD Final,1,LM2x;R2 Repechage,5,LM4-;F Final,6,LM4-;FC Final,6,JM2x
Carlos SOBRINHO	BRA	M	8 Mar 1971	1971	1992	1992	1992	FC Final,1,M2+
Werner SOCKE	GER	M	None	None	None	None	NoneNone
Bjarke SUCKSDORF	DEN	M	None	None	1988;1982	1982	1988	FB Final,4,LM4-;FB Final,2,BM2-
Tomas SOEDERBLOM	FIN	M	4 Apr 1972	1972	1991;1996;1995;1995;1994;1994;1994;1994;1994;1993;1993;1992;1990	1990	1996	FA Final,6,BM1x;FC Final,2,M1x;FB Final,5,M1x;FB Final,3,M1x;FC Final,5,M1x;FA Final,4,BM1x;FA Final,4,BM1x;FB Final,1,M1x;FA Final,5,M1x;FB Final,4,M1x;FA Final,3,M1x;FA Final,2,BM1x;FB Final,5,JM1x
Tomas SOEDERBLOM	SWE	M	None	None	1992	1992	1992	FB Final,1,M1x
Brigitte SOEDERLUND	SWE	W	None	None	1991;1990;1987	1987	1991	FB Final,4,W2x;FB Final,6,W1x;FB Final,4,W4x
Vasco SOEIRO	POR	M	None	None	1999;1999;1998;1995	1995	1999	FC Final,6,M4x;FB Final,3,BM2x;SA/B 1 Semifinal,6,BM2x;FB Final,3,JM2+
Anna SOERENSEN	DEN	W	None	None	1996;1995	1995	1996	FB Final,6,BLW2x;FA Final,5,JW8+
Hans Christian SOERENSEN	DEN	M	28 Nov 1986	1986	2012;2012;2011;2011;2010;2010;2010;2010;2009;2009;2009;2008;2008;2005;1990	1990	2012	FB Final,6,LM4x;FA Final,3,LM4x;FA Final,3,LM4x;FA Final,3,LM4x;F Final,3,LM4x;F Final,2,LM4x;FA Final,5,LM4x;FD Final,3,LM2x;FA Final,3,LM4x;FC Final,1,LM2x;FC Final,1,LM2x;FB Final,2,M4x;FA Final,1,BLM4x;FC Final,3,BLM2x;FA Final,2,LM8+
Filippo SOFFICI	ITA	M	9 Feb 1970	1970	1992;1991;1990;1989;1988;1987;1986	1986	1992	FA Final,3,M4x;FA Final,2,M4x;FA Final,3,M4x;FA Final,2,M4x;FA Final,1,JM1x;FA Final,5,JM4x;FA Final,5,JM4x
Yoshihiro SOGO	JPN	M	None	None	1994;1992;1991;1990	1990	1994	FA Final,6,LM8+;FB Final,4,LM8+;SC/D 2 Semifinal,3,M2-;FB Final,2,LM8+
Juha SOITSO	FIN	M	None	None	1993	1993	1993	FC Final,3,JM2-
Panu SOITSO	FIN	M	None	None	2000;1998	1998	2000	F Final,5,LM4x;FB Final,3,LM4x
Pavel SOKOL	CZE	M	30 Jun 1969	1969	1994;1993;1992;1991;1987	1987	1994	FB Final,5,M4+;FA Final,2,M4+;FC Final,4,M2+;FB Final,6,M4+;FA Final,2,JM4+
Rafal SOKOL	POL	M	None	None	1993;1991;1990	1990	1993	H2 Heat,4,BM4x;FA Final,5,JM4x;FA Final,4,JM4x
Tatyana SOKOLENKO	RUS	W	None	None	1995;1993;1988	1988	1995	FB Final,3,W8+;FB Final,2,W8+;FA Final,6,JW2-
Dmitrij SOKOLOV	RUS	M	None	None	1999;1998	1998	1999	FB Final,2,BLM4-;FB Final,6,BLM4-
Vladimir SOKOLOV II	RUS	M	21 May 1978	1978	2001;2001;2000;2000;1999;1999;1998;1998;1997;1997;1997;1996;1995;1994;1993;1992	1992	2001	FB Final,2,LM2x;FB Final,3,LM2x;FC Final,2,LM1x;FA Final,1,BLM1x;SA/B 1 Semifinal,5,BLM2x;FB Final,3,M4x;FA Final,5,BLM1x;F Final,6,LM4x;FB Final,2,M4x;FB Final,3,BLM1x;FA Final,3,M4x;FA Final,3,M8+;FB Final,6,M1x;FC Final,1,M1x;FA Final,6,M4x;FB Final,4,M4-
Malgorzata SOKOLOWSKA	POL	W	None	None	1997	1997	1997	FA Final,6,JW8+
Harun SOLAK	TUR	M	None	None	1991	1991	1991	FC Final,6,LM4x
Karen SOLEM	USA	W	14 Mar 1970	1970	None	None	NoneNone
Fabrizio SOLENGHI	ITA	M	17 Jan 1962	1962	None	None	NoneNone
Gino SOLESIN	ITA	M	None	None	None	None	NoneNone
Lorenzo SOLETTI	ITA	M	9 Dec 1976	1976	1998	1998	1998	SA/B 1 Semifinal,3,BM2-
Claus SOLMER	DEN	M	None	None	1993;1990	1990	1993	FB Final,2,BLM4x;R Repechage,5,BLM2x
Geovanis SOLO LOPEZ	CUB	M	None	None	1999;1997	1997	1999	FB Final,3,M4x;FC Final,3,M2x
